,0,1
273,"<div class=""js-show-description-text""><p></p><p>Art and food collide at this charming restaurant courtesy of the talented Vincent Chirico, whose food teems with depth, flavor and ingenuity. This team showcase their formidable culinary talent alongside the incredible artwork of Amon Focus and Noëmi Manser.</p><p>The menu concept is a tasting and diners can choose from areas labeled <span>...</span></p></div>",
274,"<div class=""js-show-description-text""><p></p><p>Knowing when to leave something alone, whether you’re a painter, singer or cook, requires confidence in your material and your own ability. Here at Blue Hill, Dan Barber’s kitchen displays its utter trust in the products at hand not only by not interfering with them too much but also <span>...</span></p></div>",
275,"<div class=""js-show-description-text""><p><span><span>It's no surprise that this charming osteria is still prospering in the hands of talented Chef Marc Forgione, who took over from longtime legend, Frank DeCarlo. And except for the pasta, everything here is cooked in the fiery hearth that is the very centerpiece of Peasant. The décor is appealingly <span>...</span></span></span></p></div>",
276,"<div class=""js-show-description-text""><p><span>The buzz surrounding Nasim Alikhani’s pretty Park Slope spot is deservedly strong. The Chef/owner immigrated to NY from Iran over 35 years ago, making her way through many a kitchen before landing her own iteration. It was well worth the wait, for at Sofreh, she has managed to pin Persian cuisine firmly onto <span>...</span></span></p></div>",
277,"<div class=""js-show-description-text""><p><span><span>This local sure has that sunny south-of-the-border disposition with its tiled walls, wood booths, and turquoise chairs, but there’s nothing typical about it. In fact, there’s nary an oozing quesadilla in sight, since this kitchen is completely vegan. What you will find though is such winning dishes as beet and <span>...</span></span></span></p></div>",
278,"<div class=""js-show-description-text""><p></p><p>First things first, The Flower Shop is more about Moscow Mules than mums, but judging by the packed vibe, that’s just fine. Besides, the crowd is here to soak up the scene, which is a a little bit 70’s nostalgic and a whole lot of fun. Most come for the <span>...</span></p></div>",
279,"<div class=""js-show-description-text""><p>The full name, Hao Noodle and Tea by Madam Zhu’s Kitchen, was directly imported from China—as was the regional menu offering dishes not often seen on American tables. The artsy, young, and vibrant ambience draws as many people in for authentic cooking as it does for afternoon tea.<br/>Be forewarned that <span>...</span></p></div>",
280,"<div class=""js-show-description-text""><p>This darling of a dining room is designed with elegant blue-grey leather banquettes, black lacquer bentwood chairs, and a dark checkerboard floor. Potted plants, moody lighting, and a rustic bar with brass accents make it a dream-worthy refuge for a romantic tête-à-tête. Married couple, Angie Rito and Scott Tacinelli, are the <span>...</span></p></div>",
281,"<div class=""js-show-description-text""><p>This quintessential Greenwich village spot lives on as a flourishing destination for visitors and locals alike. Housed along a charming block, the exterior too is a draw and has remained the same since its inception in 1998.<br/>Chef Fortunato Nicotra helms the stoves and delivers winning dishes, like citrus and fennel-dusted <span>...</span></p></div>",
282,"<div class=""js-show-description-text""><p></p><p>Brendan Sodikoff's destination makes the case that NY should be home to more Chicago influencers. This spot may be named for its street address, but the intimate size and modest exterior make it a charming hideaway. The staff merely enhance this special vibe, by ensuring the comfort of each diner with <span>...</span></p></div>",
283,"<div class=""js-show-description-text""><p></p><p>Having dispensed with its previous incarnation, this attractive spot has remerged as a sleek and upscale restaurant. Fausto serves consistently delicious Italian-influenced food courtesy of Chef/owner Erin Shambura, but its overall ethos is guided by restaurateur (and sommelier), Joe Campanale.<br/>The kitchen showcases a distinctive take on Southern regional fare that <span>...</span></p></div>",
284,"<div class=""js-show-description-text""><p></p><p>Housed on the second floor of a nondescript low-rise, this long, deep and boisterous little SoHo alcove is as downtown New York as ever. It's also an ideal place to convene with friends over exquisite nibbles and quenching cocktails; and regardless of how loud it gets, there is an infectious, omniscient spirit that encourages diners to linger.<br/>Maybe <span>...</span></p></div>",
285,"<div class=""js-show-description-text""><p></p><p>It’s a delight just to enter this beautiful, sun-filled neighborhood dining room. The plant-filled space is furnished with ethically sourced American oak tables and a wall of banquettes; the bar is perfect for solo dining. And all this charm awaits you even before you sink your teeth into the ultra-delicious food. The contemporary, product-driven, <span>...</span></p></div>",
286,"<div class=""js-show-description-text""><p>This gem flies a little under the radar, but Chef Franco Sampogna and team have serious resumes. Its a tasting menu-only spot that doubles as a gallery; in fact, even the entrance is as artistic as the canvases lining its walls. There are just 18 counter seats and a table <span>...</span></p></div>",
287,"<div class=""js-show-description-text""><p>It would be a mistake to write-off this groovy spot as just another hotel restaurant, as it is in fact a fully formed dining room that simply happens to be in a hotel. Though the menu is unassuming—a few vegetable-forward appetizers, pastas, and proteins—the Mediterranean and Asian influences that inform <span>...</span></p></div>",
288,"<div class=""js-show-description-text""><p></p><p>This unassuming Houston St. standard is an unsung hero, even if many walk past Emilio’s gold- and red-etched window and write it off as some run-of-the-mill red-sauce joint. Step inside the narrow, weathered space, where owner Emilio Vitolo and son, Anthony, offer each guest a personal welcome and a <span>...</span></p></div>",
289,"<div class=""js-show-description-text""><p></p><p>Chef Yoshihiko Kousaka is in control of this beloved sushiya, which offers a stellar omakase in an elegant setting. The dining room flaunts a classic Japanese sensibility—outfitted with a counter for 12, a few tables, soft piano music, as well as an attentive staff that enhance the overall experience.<br/>Some counters like to keep everyone <span>...</span></p></div>",
